SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,game_phase,comparable_name,season,possessions_estimate,net_rating_estimate,game_number,rolling_net_rating
2016-17,1610612744,GSW,Golden State Warriors,21600590,2017-01-12,GSW vs. DET,W,48.0,50,89,0.562,15,29,0.517,12,18,0.667,6,31,37,39,18.0,14,4,4,14,19,127,20.0,1,1,1,1,4,6,23,11,11,53,8,65,56,73,65,57,74,4,65,3,60,43,5,38,10,22,1.0,regular,Golden State Warriors 2016-17,2016-17,108.92,18.36210062431142,40,7.153988862901602
2016-17,1610612744,GSW,Golden State Warriors,21600619,2017-01-16,GSW vs. CLE,W,48.0,46,91,0.505,15,34,0.441,19,24,0.792,11,47,58,37,17.0,10,11,4,22,21,126,35.0,1,1,1,1,4,17,16,37,11,21,24,26,27,38,25,2,2,6,57,26,8,43,59,27,15,6,1.0,regular,Golden State Warriors 2016-17,2016-17,107.56,32.53997768687244,41,9.844923568525783
2016-17,1610612744,GSW,Golden State Warriors,21600634,2017-01-18,GSW vs. OKC,W,48.0,46,85,0.541,10,21,0.476,19,27,0.704,11,35,46,35,18.0,11,8,6,16,22,121,21.0,1,1,1,1,4,17,51,17,56,80,15,26,20,68,25,39,24,14,65,20,23,64,12,18,28,20,1.0,regular,Golden State Warriors 2016-17,2016-17,103.88,20.21563342318059,42,11.961943191867132
2016-17,1610612744,GSW,Golden State Warriors,21600646,2017-01-20,GSW @ HOU,W,48.0,47,89,0.528,15,38,0.395,16,21,0.762,8,33,41,30,15.0,8,7,3,18,17,125,17.0,1,1,1,1,4,14,23,21,11,7,38,40,43,54,47,49,58,44,37,56,29,26,28,56,17,24,1.0,regular,Golden State Warriors 2016-17,2016-17,105.24,16.153553781832002,43,12.576497929537922
2016-17,1610612744,GSW,Golden State Warriors,21600661,2017-01-22,GSW @ ORL,W,48.0,42,89,0.472,19,42,0.452,15,19,0.789,13,39,52,27,19.0,8,4,7,15,21,118,20.0,1,1,1,1,4,46,23,52,3,5,22,46,53,42,10,20,10,57,74,56,60,74,8,27,37,22,1.0,regular,Golden State Warriors 2016-17,2016-17,103.36,19.34984520123839,44,13.607867991830437
2016-17,1610612744,GSW,Golden State Warriors,21600668,2017-01-23,GSW @ MIA,L,48.0,41,88,0.466,8,30,0.267,12,20,0.6,7,36,43,27,14.0,9,4,4,20,19,102,-3.0,1,68,68,68,4,52,33,57,69,44,74,65,47,77,55,34,46,57,33,41,60,43,45,38,74,70,1.0,regular,Golden State Warriors 2016-17,2016-17,103.8,-2.8901734104046244,45,12.55868341399788
2016-17,1610612744,GSW,Golden State Warriors,21600687,2017-01-25,GSW @ CHA,W,48.0,39,82,0.476,11,28,0.393,24,27,0.889,5,36,41,23,12.0,7,14,6,19,18,113,10.0,1,1,1,1,4,64,67,51,46,59,39,17,20,12,72,34,58,75,15,64,1,64,38,47,47,45,1.0,regular,Golden State Warriors 2016-17,2016-17,100.88,9.912767644726408,46,12.800615854753772
2016-17,1610612744,GSW,Golden State Warriors,21600707,2017-01-28,GSW vs. LAC,W,48.0,57,92,0.62,17,34,0.5,13,16,0.813,9,39,48,35,11.0,9,7,2,17,18,144,46.0,1,1,1,1,4,1,13,2,5,21,10,58,66,33,35,20,18,14,10,41,29,11,19,47,2,1,1.0,regular,Golden State Warriors 2016-17,2016-17,101.04,45.52652414885194,47,18.177746100346184
2016-17,1610612744,GSW,Golden State Warriors,21600718,2017-01-29,GSW @ POR,W,48.0,36,79,0.456,8,26,0.308,33,39,0.846,8,31,39,28,18.0,13,6,2,18,24,113,2.0,1,1,1,1,4,76,73,61,69,68,64,1,1,21,47,57,68,52,65,12,40,11,28,11,47,66,1.0,regular,Golden State Warriors 2016-17,2016-17,106.16,1.8839487565938209,48,17.28559087777374
2016-17,1610612744,GSW,Golden State Warriors,21600741,2017-02-01,GSW vs. CHA,W,48.0,47,96,0.49,21,48,0.438,11,14,0.786,9,38,47,35,10.0,9,13,3,18,14,126,15.0,1,1,1,1,4,14,6,42,1,1,26,74,72,45,35,25,21,14,6,41,4,26,28,72,15,31,1.0,regular,Golden State Warriors 2016-17,2016-17,103.16,14.540519581233035,49,17.559469743843543
2016-17,1610612744,GSW,Golden State Warriors,21600745,2017-02-02,GSW @ LAC,W,48.0,52,99,0.525,14,34,0.412,15,18,0.833,15,31,46,38,12.0,10,2,7,26,18,133,13.0,1,1,1,1,4,4,5,23,18,21,33,46,56,24,5,57,24,5,15,26,78,74,78,47,7,36,1.0,regular,Golden State Warriors 2016-17,2016-17,103.92,12.509622786759046,50,16.974221960088304
2016-17,1610612744,GSW,Golden State Warriors,21600764,2017-02-04,GSW @ SAC,L,53.0,36,87,0.414,15,44,0.341,19,24,0.792,7,33,40,22,18.0,10,10,4,17,18,106,-3.0,1,68,68,68,2,76,40,78,11,2,56,26,27,38,55,49,64,79,65,26,12,43,19,47,65,70,1.0,regular,Golden State Warriors 2016-17,2016-17,108.56,-2.763448784082535,51,13.443879312992806
2016-17,1610612744,GSW,Golden State Warriors,21600792,2017-02-08,GSW vs. CHI,W,48.0,48,85,0.565,15,28,0.536,12,13,0.923,5,40,45,37,13.0,9,5,2,17,17,123,31.0,1,1,1,1,4,13,51,10,11,59,4,65,76,6,72,13,33,6,25,41,49,11,19,56,21,7,1.0,regular,Golden State Warriors 2016-17,2016-17,98.72,31.40194489465154,52,14.562510460139901
2016-17,1610612744,GSW,Golden State Warriors,21600803,2017-02-10,GSW @ MEM,W,48.0,39,77,0.506,15,33,0.455,29,38,0.763,5,29,34,31,12.0,14,13,4,26,28,122,15.0,1,1,1,1,4,64,76,31,11,25,19,3,4,53,72,72,81,35,15,3,4,43,78,3,24,31,1.0,regular,Golden State Warriors 2016-17,2016-17,100.72,14.89277204130262,53,14.436432286086966
2016-17,1610612744,GSW,Golden State Warriors,21600813,2017-02-11,GSW @ OKC,W,48.0,46,87,0.529,13,31,0.419,25,35,0.714,10,30,40,28,12.0,10,3,8,22,23,130,16.0,1,1,1,1,4,17,40,20,29,39,31,14,6,63,29,67,64,52,15,26,74,79,59,14,9,27,1.0,regular,Golden State Warriors 2016-17,2016-17,104.4,15.32567049808429,54,14.034014815771553
2016-17,1610612744,GSW,Golden State Warriors,21600827,2017-02-13,GSW @ DEN,L,48.0,45,92,0.489,8,32,0.25,12,13,0.923,4,23,27,25,9.0,12,6,1,13,14,110,-22.0,1,68,68,68,4,23,13,43,69,32,76,65,76,6,78,82,82,65,3,16,40,4,3,72,55,80,1.0,regular,Golden State Warriors 2016-17,2016-17,102.72,-21.417445482866043,55,12.181287608525412
2016-17,1610612744,GSW,Golden State Warriors,21600847,2017-02-15,GSW vs. SAC,W,48.0,41,84,0.488,13,36,0.361,14,21,0.667,6,40,46,32,8.0,10,10,6,16,17,109,23.0,1,1,1,1,4,52,57,45,29,11,47,54,43,73,65,13,24,31,1,26,12,64,12,56,57,17,1.0,regular,Golden State Warriors 2016-17,2016-17,95.24,24.149517009659807,56,13.60496254501875
2016-17,1610612744,GSW,Golden State Warriors,21600854,2017-02-23,GSW vs. LAC,W,48.0,43,81,0.531,13,25,0.52,24,26,0.923,10,43,53,31,21.0,11,11,0,27,16,123,10.0,1,1,1,1,4,38,68,19,29,72,7,17,23,6,29,4,8,35,79,20,8,1,80,64,21,45,1.0,regular,Golden State Warriors 2016-17,2016-17,103.44,9.667440061871616,57,10.01905413632072
2016-17,1610612744,GSW,Golden State Warriors,21600873,2017-02-25,GSW vs. BKN,W,48.0,42,100,0.42,11,31,0.355,17,22,0.773,13,39,52,30,11.0,10,11,3,17,20,112,17.0,1,1,1,1,4,46,4,77,46,39,52,35,38,48,10,20,10,44,10,26,8,26,19,33,51,24,2.0,regular,Golden State Warriors 2016-17,2016-17,107.68,15.787518573551262,58,11.409411118016463
2016-17,1610612744,GSW,Golden State Warriors,21600883,2017-02-27,GSW @ PHI,W,48.0,40,89,0.449,6,29,0.207,33,39,0.846,16,29,45,31,14.0,14,4,3,18,25,119,11.0,1,1,1,1,4,58,23,68,78,53,79,1,1,21,3,72,33,35,33,3,60,26,28,9,33,43,1.0,regular,Golden State Warriors 2016-17,2016-17,104.16,10.560675883256529,59,11.011426748218813
2016-17,1610612744,GSW,Golden State Warriors,21600889,2017-02-28,GSW @ WAS,L,48.0,39,84,0.464,8,29,0.276,22,27,0.815,13,28,41,28,19.0,10,6,6,23,22,108,-4.0,1,68,68,68,4,64,57,59,69,53,70,23,20,32,10,75,58,52,74,26,40,64,68,18,60,72,1.0,regular,Golden State Warriors 2016-17,2016-17,101.88,-3.926187671770711,60,9.367845702365837
2016-17,1610612744,GSW,Golden State Warriors,21600906,2017-03-02,GSW @ CHI,L,48.0,34,88,0.386,6,30,0.2,13,14,0.929,6,35,41,23,15.0,10,6,5,18,15,87,-7.0,1,68,68,68,4,79,33,80,78,44,80,58,72,4,65,39,58,75,37,26,40,56,28,68,80,75,1.0,regular,Golden State Warriors 2016-17,2016-17,103.16,-6.785575804575417,61,8.965633000316549
2016-17,1610612744,GSW,Golden State Warriors,21600928,2017-03-05,GSW @ NYK,W,48.0,40,88,0.455,13,35,0.371,19,23,0.826,11,24,35,21,8.0,11,3,6,18,20,112,7.0,1,1,1,1,4,58,33,63,29,18,45,26,33,29,25,81,77,80,1,20,74,64,28,33,51,57,1.0,regular,Golden State Warriors 2016-17,2016-17,95.12,7.359125315391085,62,6.561351042390504
2016-17,1610612744,GSW,Golden State Warriors,21600937,2017-03-06,GSW @ ATL,W,48.0,41,87,0.471,20,44,0.455,17,22,0.773,13,30,43,33,16.0,10,4,6,22,23,119,8.0,1,1,1,1,4,52,40,54,2,2,19,35,38,48,10,67,46,21,48,26,60,64,59,14,33,52,1.0,regular,Golden State Warriors 2016-17,2016-17,99.68,8.025682182985554,63,5.874642056558797
2016-17,1610612744,GSW,Golden State Warriors,21600959,2017-03-08,GSW vs. BOS,L,48.0,37,84,0.44,6,30,0.2,6,9,0.667,12,34,46,23,18.0,8,12,1,20,10,86,-13.0,1,68,68,68,4,73,57,74,78,44,80,81,81,73,19,43,24,75,65,56,7,4,45,81,81,77,1.0,regular,Golden State Warriors 2016-17,2016-17,93.96,-13.835674755214985,64,2.95850753122887
2016-17,1610612744,GSW,Golden State Warriors,21600968,2017-03-10,GSW @ MIN,L,48.0,41,88,0.466,7,24,0.292,13,17,0.765,12,31,43,25,12.0,9,5,3,21,18,102,-1.0,1,68,68,68,4,52,33,57,75,75,68,58,61,51,19,57,46,65,15,41,49,26,55,47,74,68,1.0,regular,Golden State Warriors 2016-17,2016-17,95.48,-1.0473397570171763,65,4.995518103813756
2016-17,1610612744,GSW,Golden State Warriors,21600980,2017-03-11,GSW @ SAS,L,48.0,33,92,0.359,5,17,0.294,14,23,0.609,20,29,49,19,15.0,10,4,7,16,18,85,-22.0,1,68,68,68,4,81,13,82,81,82,67,54,33,76,1,72,16,81,37,26,60,74,12,47,82,80,1.0,regular,Golden State Warriors 2016-17,2016-17,97.12,-22.652388797364083,66,0.31532752311136747
2016-17,1610612744,GSW,Golden State Warriors,21601003,2017-03-14,GSW vs. PHI,W,48.0,32,88,0.364,14,32,0.438,28,35,0.8,13,30,43,24,18.0,12,11,10,24,26,106,2.0,1,1,1,1,4,82,33,81,18,32,26,6,6,36,10,67,46,72,65,16,8,81,72,6,65,66,1.0,regular,Golden State Warriors 2016-17,2016-17,108.4,1.8450184501845017,67,-0.466914638057344
2016-17,1610612744,GSW,Golden State Warriors,21601019,2017-03-16,GSW vs. ORL,W,48.0,50,87,0.575,10,26,0.385,12,23,0.522,7,40,47,36,13.0,14,9,4,18,21,122,30.0,1,1,1,1,4,6,40,7,56,68,42,65,33,81,55,13,21,11,25,3,19,43,28,27,24,8,1.0,regular,Golden State Warriors 2016-17,2016-17,103.12,29.092319627618306,68,0.8635654673493605
2016-17,1610612744,GSW,Golden State Warriors,21601035,2017-03-18,GSW vs. MIL,W,48.0,45,75,0.6,12,23,0.522,15,19,0.789,6,38,44,30,14.0,5,6,7,16,17,117,25.0,1,1,1,1,4,23,80,4,40,76,6,46,53,42,65,25,39,44,33,77,40,74,12,56,38,12,1.0,regular,Golden State Warriors 2016-17,2016-17,91.36,27.36427320490368,69,2.5439251995140753
2016-17,1610612744,GSW,Golden State Warriors,21601049,2017-03-20,GSW @ OKC,W,48.0,40,83,0.482,15,33,0.455,16,21,0.762,9,37,46,28,17.0,8,8,2,22,19,111,16.0,1,1,1,1,4,58,62,49,11,25,19,40,43,54,35,30,24,52,57,56,23,11,59,38,54,27,1.0,regular,Golden State Warriors 2016-17,2016-17,100.24,15.96169193934557,70,4.532713160625704
2016-17,1610612744,GSW,Golden State Warriors,21601055,2017-03-21,GSW @ DAL,W,48.0,43,78,0.551,13,30,0.433,13,16,0.813,4,42,46,34,16.0,10,2,2,20,14,112,25.0,1,1,1,1,4,38,74,15,29,44,29,58,66,33,78,6,24,19,48,26,78,11,45,72,51,12,1.0,regular,Golden State Warriors 2016-17,2016-17,97.04,25.762572135201978,71,7.787527954603443
2016-17,1610612744,GSW,Golden State Warriors,21601081,2017-03-24,GSW vs. SAC,W,48.0,44,89,0.494,10,31,0.323,16,18,0.889,13,31,44,37,13.0,14,8,4,15,16,114,14.0,1,1,1,1,4,32,23,40,56,39,61,40,56,12,10,57,39,6,25,3,23,43,8,64,46,34,1.0,regular,Golden State Warriors 2016-17,2016-17,96.92,14.444903012794057,72,8.49610572434374
2016-17,1610612744,GSW,Golden State Warriors,21601094,2017-03-26,GSW vs. MEM,W,48.0,39,71,0.549,17,31,0.548,11,15,0.733,7,30,37,30,18.0,9,4,0,15,13,106,12.0,1,1,1,1,4,64,82,16,5,39,3,74,70,60,55,67,74,44,65,41,60,1,8,76,65,40,1.0,regular,Golden State Warriors 2016-17,2016-17,88.6,13.544018058690746,73,9.04793931191426
2016-17,1610612744,GSW,Golden State Warriors,21601108,2017-03-28,GSW @ HOU,W,48.0,45,88,0.511,11,41,0.268,12,16,0.75,8,36,44,33,17.0,9,7,2,29,14,113,7.0,1,1,1,1,4,23,33,29,46,6,73,65,66,57,47,34,39,21,57,41,29,11,82,72,47,57,1.0,regular,Golden State Warriors 2016-17,2016-17,104.04,6.728181468665897,74,11.104324934302348
2016-17,1610612744,GSW,Golden State Warriors,21601118,2017-03-29,GSW @ SAS,W,48.0,43,85,0.506,13,26,0.5,11,11,1.0,10,25,35,31,15.0,7,7,9,22,12,110,12.0,1,1,1,1,4,38,51,32,29,68,10,74,80,1,29,80,77,35,37,64,29,80,59,77,55,40,1.0,regular,Golden State Warriors 2016-17,2016-17,94.84,12.652889076339097,75,12.474347817637975
2016-17,1610612744,GSW,Golden State Warriors,21601136,2017-03-31,GSW vs. HOU,W,48.0,43,95,0.453,11,32,0.344,10,14,0.714,13,30,43,27,12.0,10,14,3,20,12,107,9.0,1,1,1,1,4,38,9,66,46,32,54,78,72,63,10,67,46,57,15,26,1,26,45,77,63,49,1.0,regular,Golden State Warriors 2016-17,2016-17,100.16,8.985623003194888,76,15.638148997693872
2016-17,1610612744,GSW,Golden State Warriors,21601152,2017-04-02,GSW vs. WAS,W,48.0,50,88,0.568,16,36,0.444,23,26,0.885,10,34,44,34,16.0,7,10,3,20,20,139,24.0,1,1,1,1,4,6,33,8,8,11,23,22,23,14,29,43,39,19,48,64,12,26,45,33,4,14,1.0,regular,Golden State Warriors 2016-17,2016-17,105.44,22.76176024279211,77,17.729823176954632
2016-17,1610612744,GSW,Golden State Warriors,21601162,2017-04-04,GSW vs. MIN,W,48.0,44,84,0.524,14,32,0.438,19,24,0.792,8,32,40,33,13.0,9,7,3,19,19,121,14.0,1,1,1,1,4,32,57,24,18,32,26,26,27,38,47,53,64,21,25,41,29,26,38,38,28,34,1.0,regular,Golden State Warriors 2016-17,2016-17,99.56,14.061872237846524,78,16.226778437977455
2016-17,1610612744,GSW,Golden State Warriors,21601171,2017-04-05,GSW @ PHX,W,48.0,45,89,0.506,13,30,0.433,17,24,0.708,7,32,39,25,15.0,13,9,2,19,22,120,9.0,1,1,1,1,4,23,23,35,29,44,29,35,27,65,55,53,68,65,37,12,19,11,38,18,31,49,1.0,regular,Golden State Warriors 2016-17,2016-17,107.56,8.367422833767199,79,14.327093400863806
2016-17,1610612744,GSW,Golden State Warriors,21601195,2017-04-08,GSW vs. NOP,W,48.0,49,96,0.51,10,33,0.303,15,16,0.938,14,39,53,37,9.0,2,4,1,15,15,123,22.0,1,1,1,1,4,11,6,30,56,25,65,46,66,3,8,20,8,6,3,82,60,4,8,68,21,19,1.0,regular,Golden State Warriors 2016-17,2016-17,98.04,22.439820481436147,80,14.974906255072863
2016-17,1610612744,GSW,Golden State Warriors,21601211,2017-04-10,GSW vs. UTA,L,48.0,39,80,0.488,9,25,0.36,12,17,0.706,8,34,42,25,13.0,5,6,3,17,17,99,-6.0,1,68,68,68,4,64,71,46,62,72,51,65,61,66,47,43,55,65,25,77,40,26,19,56,77,74,1.0,regular,Golden State Warriors 2016-17,2016-17,92.48,-6.487889273356401,81,11.749860114217027
2016-17,1610612744,GSW,Golden State Warriors,21601229,2017-04-12,GSW vs. LAL,W,48.0,41,90,0.456,12,36,0.333,15,22,0.682,14,40,54,26,21.0,14,8,2,17,22,109,15.0,1,1,1,1,4,52,18,62,40,11,57,46,38,72,8,13,5,62,79,3,23,11,19,18,57,31,1.0,regular,Golden State Warriors 2016-17,2016-17,106.68,14.0607424071991,82,11.711444053657532
2016-17,1610612744,GSW,Golden State Warriors,41600141,2017-04-16,GSW vs. POR,W,48.0,43,81,0.531,11,27,0.407,24,28,0.857,9,36,45,26,16.0,7,10,3,24,25,121,12.0,1,1,1,1,1,8,16,5,10,15,7,3,4,6,7,8,8,12,9,11,3,3,10,1,6,8,1.0,playoffs,Golden State Warriors 2016-17,2016-17,100.32,11.961722488038278,83,11.553214496592284
2016-17,1610612744,GSW,Golden State Warriors,41600142,2017-04-19,GSW vs. POR,W,48.0,40,91,0.44,10,32,0.313,20,24,0.833,11,43,54,31,17.0,8,11,7,17,19,110,29.0,1,1,1,1,1,11,2,15,15,9,14,9,9,8,5,3,1,5,11,7,1,17,3,14,15,2,1.0,playoffs,Golden State Warriors 2016-17,2016-17,107.56,26.961695797694308,84,13.576565929495127
2016-17,1610612744,GSW,Golden State Warriors,41600143,2017-04-22,GSW @ POR,W,48.0,40,91,0.44,12,36,0.333,27,35,0.771,6,36,42,25,7.0,11,11,6,19,23,119,6.0,1,1,1,1,1,11,2,15,8,6,13,1,2,12,12,8,12,14,2,5,1,15,4,5,9,14,1.0,playoffs,Golden State Warriors 2016-17,2016-17,107.4,5.58659217877095,85,12.869936239738308
2016-17,1610612744,GSW,Golden State Warriors,41600144,2017-04-24,GSW @ POR,W,48.0,46,86,0.535,17,29,0.586,19,27,0.704,6,39,45,27,10.0,7,9,3,15,20,128,25.0,1,1,1,1,1,3,8,4,3,13,1,10,6,16,12,6,8,10,5,11,4,3,1,12,5,4,1.0,playoffs,Golden State Warriors 2016-17,2016-17,101.88,24.53867294856694,86,14.425241234275514
2016-17,1610612744,GSW,Golden State Warriors,41600221,2017-05-02,GSW vs. UTA,W,48.0,40,82,0.488,7,29,0.241,19,21,0.905,5,32,37,32,7.0,7,8,4,16,18,106,12.0,1,1,1,1,1,11,15,10,17,13,17,10,14,4,16,14,17,4,2,11,5,10,2,15,16,8,1.0,playoffs,Golden State Warriors 2016-17,2016-17,93.24,12.87001287001287,87,13.436066496997592
2016-17,1610612744,GSW,Golden State Warriors,41600222,2017-05-04,GSW vs. UTA,W,48.0,42,85,0.494,14,31,0.452,17,20,0.85,9,38,47,33,17.0,11,4,2,20,23,115,11.0,1,1,1,1,1,10,10,9,5,10,4,15,15,7,7,7,7,3,11,5,11,2,7,5,12,11,1.0,playoffs,Golden State Warriors 2016-17,2016-17,101.8,10.805500982318271,88,13.110429371444766
2016-17,1610612744,GSW,Golden State Warriors,41600223,2017-05-06,GSW @ UTA,W,48.0,37,84,0.44,9,30,0.3,19,23,0.826,8,43,51,17,7.0,3,4,3,20,22,102,11.0,1,1,1,1,1,17,11,14,16,11,15,10,12,9,10,3,4,17,2,17,11,3,7,9,17,11,1.0,playoffs,Golden State Warriors 2016-17,2016-17,93.12,11.812714776632301,89,13.454958565731278
2016-17,1610612744,GSW,Golden State Warriors,41600224,2017-05-08,GSW @ UTA,W,48.0,43,84,0.512,11,26,0.423,24,27,0.889,6,44,50,28,11.0,8,3,4,26,23,121,26.0,1,1,1,1,1,8,11,7,10,17,5,3,6,5,12,2,5,9,6,7,14,10,15,5,6,3,1.0,playoffs,Golden State Warriors 2016-17,2016-17,100.88,25.773195876288664,90,13.788296105216528
2016-17,1610612744,GSW,Golden State Warriors,41600311,2017-05-14,GSW vs. SAS,W,48.0,39,81,0.481,11,30,0.367,24,33,0.727,17,26,43,22,19.0,13,8,3,24,24,113,2.0,1,1,1,1,1,15,16,12,10,11,10,3,3,15,1,16,11,16,15,2,5,3,10,3,13,16,1.0,playoffs,Golden State Warriors 2016-17,2016-17,97.52,2.0508613617719442,91,14.642171168729362
2016-17,1610612744,GSW,Golden State Warriors,41600312,2017-05-16,GSW vs. SAS,W,48.0,50,89,0.562,18,37,0.486,18,19,0.947,6,34,40,39,16.0,16,5,5,19,17,136,36.0,1,1,1,1,1,1,5,1,1,5,2,14,16,1,12,12,15,1,9,1,10,13,4,17,1,1,1.0,playoffs,Golden State Warriors 2016-17,2016-17,107.36,33.53204172876304,92,16.589301100885756
2016-17,1610612744,GSW,Golden State Warriors,41600313,2017-05-20,GSW @ SAS,W,48.0,46,84,0.548,11,27,0.407,17,22,0.773,9,33,42,23,21.0,12,6,3,23,21,120,12.0,1,1,1,1,1,3,11,3,10,15,7,15,13,11,7,13,12,15,17,3,8,3,9,11,8,8,1.0,playoffs,Golden State Warriors 2016-17,2016-17,105.68,11.355034065102194,93,16.528632258592147
2016-17,1610612744,GSW,Golden State Warriors,41600314,2017-05-22,GSW @ SAS,W,48.0,48,86,0.558,14,39,0.359,19,25,0.76,5,48,53,30,17.0,7,3,4,25,20,129,14.0,1,1,1,1,1,2,8,2,5,2,12,10,8,13,16,1,2,7,11,11,14,10,14,12,3,7,1.0,playoffs,Golden State Warriors 2016-17,2016-17,109.0,12.844036697247708,94,15.116866348547486
2016-17,1610612744,GSW,Golden State Warriors,41600401,2017-06-01,GSW vs. CLE,W,48.0,45,106,0.425,12,33,0.364,11,16,0.688,14,36,50,31,4.0,12,3,6,24,23,113,22.0,1,1,1,1,1,7,1,17,8,7,11,17,17,17,3,8,5,5,1,3,14,15,10,5,13,5,1.0,playoffs,Golden State Warriors 2016-17,2016-17,103.04,21.350931677018632,95,16.693300298372257
2016-17,1610612744,GSW,Golden State Warriors,41600402,2017-06-04,GSW vs. CLE,W,48.0,46,89,0.517,18,43,0.419,22,24,0.917,10,43,53,34,20.0,5,7,1,19,18,132,19.0,1,1,1,1,1,3,5,6,1,1,6,7,9,2,6,3,2,2,16,15,7,1,4,15,2,6,1.0,playoffs,Golden State Warriors 2016-17,2016-17,109.56,17.342095655348665,96,15.97364256905043
2016-17,1610612744,GSW,Golden State Warriors,41600403,2017-06-07,GSW @ CLE,W,48.0,40,83,0.482,16,33,0.485,22,24,0.917,8,36,44,29,18.0,8,4,3,28,25,118,5.0,1,1,1,1,1,11,14,11,4,7,3,7,9,2,10,8,10,8,14,7,11,3,17,1,10,15,1.0,playoffs,Golden State Warriors 2016-17,2016-17,103.56,4.828118964851294,97,15.169453178534273
2016-17,1610612744,GSW,Golden State Warriors,41600404,2017-06-09,GSW @ CLE,L,48.0,39,87,0.448,11,39,0.282,27,36,0.75,16,24,40,26,12.0,5,6,3,27,24,116,-21.0,1,17,17,17,1,15,7,13,10,2,16,1,1,14,2,17,15,12,7,15,8,3,16,3,11,17,1.0,playoffs,Golden State Warriors 2016-17,2016-17,98.84,-21.246458923512748,98,11.964257187951171
2016-17,1610612744,GSW,Golden State Warriors,41600405,2017-06-12,GSW vs. CLE,W,48.0,46,90,0.511,14,38,0.368,23,28,0.821,13,29,42,27,13.0,8,2,5,24,22,129,9.0,1,1,1,1,1,3,4,8,5,4,9,6,4,10,4,15,12,10,8,7,17,13,10,9,3,13,1.0,playoffs,Golden State Warriors 2016-17,2016-17,102.32,8.795934323690384,99,11.662579142656977
2010-11,1610612748,MIA,Miami Heat,21000001,2010-10-26,MIA @ BOS,L,48.0,27,74,0.365,8,20,0.4,18,25,0.72,11,28,39,15,17.0,10,6,4,21,19,80,-8.0,1,59,59,59,5,81,52,81,22,24,28,54,50,63,20,60,59,65,65,4,23,53,43,58,81,74,,regular,Miami Heat 2010-11,2010-11,91.0,-8.791208791208792,1,-8.791208791208792
2010-11,1610612748,MIA,Miami Heat,21000006,2010-10-27,MIA @ PHI,W,48.0,33,69,0.478,8,16,0.5,23,31,0.742,5,32,37,15,16.0,8,6,4,18,22,97,10.0,1,1,1,1,5,62,75,46,22,50,8,28,26,53,76,50,67,65,52,22,23,53,18,35,48,34,,regular,Miami Heat 2010-11,2010-11,93.64,10.679196924391286,2,0.9439940665912472
2010-11,1610612748,MIA,Miami Heat,21000025,2010-10-29,MIA vs. ORL,W,48.0,33,81,0.407,9,18,0.5,21,27,0.778,14,37,51,17,12.0,6,5,3,27,20,96,26.0,1,1,1,1,5,62,17,74,16,37,8,45,43,39,9,10,2,57,20,44,36,41,77,53,52,7,,regular,Miami Heat 2010-11,2010-11,90.88,28.609154929577468,3,10.16571435425332
2010-11,1610612748,MIA,Miami Heat,21000040,2010-10-31,MIA @ NJN,W,48.0,36,67,0.537,5,16,0.313,24,34,0.706,5,35,40,29,8.0,10,6,0,21,19,101,23.0,1,1,1,1,5,41,80,15,49,50,58,26,18,66,76,23,53,4,3,4,23,1,43,58,39,9,,regular,Miami Heat 2010-11,2010-11,84.96000000000001,27.071563088512242,4,14.392176537818052
2010-11,1610612748,MIA,Miami Heat,21000050,2010-11-02,MIA vs. MIN,W,48.0,46,79,0.582,12,21,0.571,25,31,0.806,8,39,47,31,16.0,9,7,2,27,23,129,32.0,1,1,1,1,5,4,23,1,4,21,5,21,26,22,52,5,15,2,52,12,16,22,77,24,1,2,,regular,Miami Heat 2010-11,2010-11,100.64,31.79650238473768,5,17.873041707201978
2010-11,1610612748,MIA,Miami Heat,21000075,2010-11-05,MIA @ NOH,L,48.0,33,78,0.423,5,21,0.238,22,24,0.917,8,28,36,19,13.0,6,5,1,17,22,93,-3.0,1,59,59,59,5,62,31,67,49,21,71,39,54,4,52,60,69,41,31,44,36,9,12,35,68,63,,regular,Miami Heat 2010-11,2010-11,93.56,-3.2064985036340317,6,14.359785005395976
2010-11,1610612748,MIA,Miami Heat,21000082,2010-11-06,MIA vs. NJN,W,48.0,36,74,0.486,6,15,0.4,23,29,0.793,6,38,44,19,13.0,7,7,3,16,21,101,12.0,1,1,1,1,5,41,52,40,39,58,28,28,32,27,67,8,28,41,31,32,16,41,7,45,39,26,,regular,Miami Heat 2010-11,2010-11,93.76,12.798634812286688,7,14.136763549237505
