SEASON_YEAR,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,AVAILABLE_FLAG,game_phase,comparable_name,season,possessions_estimate,net_rating_estimate,game_number,rolling_net_rating
2022-23,1610612756,PHX,Phoenix Suns,22200603,2023-01-08,PHX vs. CLE,L,48.0,37,84,0.44,14,26,0.538,10,11,0.909,6,30,36,22,16.0,7,2,5,14,12,98,-14.0,1,46,46,46,5,70,70,57,21,69,4,76,78,10,77,55,72,70,62,34,71,52,5,77,73,71,1.0,regular,Phoenix Suns 2022-23,2022-23,98.84,-14.164305949008499,41,-9.452670303625723
2022-23,1610612756,PHX,Phoenix Suns,22200615,2023-01-10,PHX @ GSW,W,48.0,41,90,0.456,14,31,0.452,29,31,0.935,19,38,57,26,22.0,5,7,2,22,26,125,12.0,1,1,1,1,5,49,38,53,21,49,19,1,6,6,3,11,2,43,80,58,17,8,41,7,14,21,1.0,regular,Phoenix Suns 2022-23,2022-23,106.64,11.252813203300825,42,-8.016056480182318
2022-23,1610612756,PHX,Phoenix Suns,22200624,2023-01-11,PHX @ DEN,L,48.0,39,90,0.433,9,32,0.281,10,14,0.714,15,29,44,28,20.0,4,2,4,17,20,97,-29.0,1,46,46,46,5,60,38,63,61,41,70,76,71,66,13,59,40,34,79,67,71,37,13,40,75,80,1.0,regular,Phoenix Suns 2022-23,2022-23,101.16,-28.667457493080267,43,-8.442349281423182
2022-23,1610612756,PHX,Phoenix Suns,22200637,2023-01-13,PHX @ MIN,L,48.0,41,86,0.477,14,23,0.609,20,24,0.833,9,34,43,28,19.0,10,3,3,20,22,116,-5.0,1,46,46,46,5,49,61,35,21,73,1,24,31,31,56,26,46,34,78,8,61,20,28,22,34,57,1.0,regular,Phoenix Suns 2022-23,2022-23,106.56,-4.692192192192192,44,-8.632342886346049
2022-23,1610612756,PHX,Phoenix Suns,22200663,2023-01-16,PHX @ MEM,L,48.0,39,89,0.438,10,33,0.303,18,19,0.947,9,28,37,33,15.0,4,4,6,22,19,106,-30.0,1,46,46,46,5,60,43,60,52,36,61,35,53,4,56,64,67,7,52,67,49,62,41,47,61,81,1.0,regular,Phoenix Suns 2022-23,2022-23,103.36,-29.024767801857585,45,-13.153867285579429
2022-23,1610612756,PHX,Phoenix Suns,22200681,2023-01-19,PHX vs. BKN,W,48.0,39,85,0.459,11,28,0.393,28,41,0.683,12,37,49,30,16.0,4,3,6,23,34,117,5.0,1,1,1,1,5,60,67,50,46,63,29,2,1,76,37,15,16,23,62,67,61,62,56,1,30,35,1.0,regular,Phoenix Suns 2022-23,2022-23,107.03999999999999,4.671150971599403,46,-10.028308972766572
2022-23,1610612756,PHX,Phoenix Suns,22200697,2023-01-21,PHX vs. IND,W,48.0,38,91,0.418,12,31,0.387,24,35,0.686,14,41,55,27,15.0,9,8,4,20,29,112,5.0,1,1,1,1,5,67,36,72,40,49,32,8,2,75,22,4,4,40,52,17,10,37,28,2,45,35,1.0,regular,Phoenix Suns 2022-23,2022-23,107.4,4.655493482309125,47,-8.654769309765685
2022-23,1610612756,PHX,Phoenix Suns,22200703,2023-01-22,PHX vs. MEM,W,48.0,39,88,0.443,13,35,0.371,21,25,0.84,6,34,40,25,17.0,10,5,4,26,22,112,2.0,1,1,1,1,5,60,52,56,29,27,37,16,24,27,77,26,58,51,67,8,37,37,70,22,45,43,1.0,regular,Phoenix Suns 2022-23,2022-23,110.0,1.8181818181818181,48,-6.4316962933965796
2022-23,1610612756,PHX,Phoenix Suns,22200718,2023-01-24,PHX vs. CHA,W,48.0,47,94,0.5,22,39,0.564,12,13,0.923,15,40,55,38,18.0,3,10,5,21,21,128,31.0,1,1,1,1,5,14,18,18,1,12,2,67,75,8,13,7,4,1,75,78,2,52,36,32,10,2,1.0,regular,Phoenix Suns 2022-23,2022-23,102.72,30.1791277258567,49,-3.2052764315698754
2022-23,1610612756,PHX,Phoenix Suns,22200734,2023-01-26,PHX vs. DAL,L,48.0,35,86,0.407,13,32,0.406,12,16,0.75,13,37,50,24,9.0,4,6,3,21,10,95,-4.0,1,46,46,46,5,74,61,76,29,41,26,67,64,54,27,15,15,58,8,67,29,20,36,81,79,55,1.0,regular,Phoenix Suns 2022-23,2022-23,89.04,-4.492362982929021,50,-2.8464319217819694
2022-23,1610612756,PHX,Phoenix Suns,22200748,2023-01-28,PHX @ SAS,W,53.0,50,103,0.485,8,24,0.333,20,26,0.769,17,35,52,31,9.0,7,6,4,19,20,128,10.0,1,1,1,1,1,1,3,26,69,71,53,24,18,48,10,24,12,13,8,34,29,37,24,40,10,26,1.0,regular,Phoenix Suns 2022-23,2022-23,106.44,9.394964299135664,51,-0.4905048969675532
2022-23,1610612756,PHX,Phoenix Suns,22200762,2023-01-30,PHX vs. TOR,W,48.0,43,87,0.494,11,28,0.393,17,21,0.81,13,29,42,28,12.0,10,4,4,16,19,114,8.0,1,1,1,1,5,28,55,23,46,63,29,43,44,38,27,59,49,34,26,8,49,37,7,47,42,31,1.0,regular,Phoenix Suns 2022-23,2022-23,95.24,8.399832003359933,52,-0.7758030169616426
2022-23,1610612756,PHX,Phoenix Suns,22200777,2023-02-01,PHX vs. ATL,L,48.0,35,86,0.407,4,28,0.143,26,31,0.839,12,32,44,22,16.0,8,4,5,13,24,100,-32.0,1,46,46,46,5,74,61,76,81,63,82,4,6,30,37,40,40,70,62,23,49,52,3,11,70,82,1.0,regular,Phoenix Suns 2022-23,2022-23,103.64,-30.87610961018912,53,-0.9966682286725274
2022-23,1610612756,PHX,Phoenix Suns,22200788,2023-02-03,PHX @ BOS,W,48.0,41,95,0.432,12,32,0.375,12,14,0.857,10,43,53,28,9.0,6,6,3,22,21,106,12.0,1,1,1,1,5,49,12,64,40,41,36,67,71,22,50,1,9,34,8,53,29,20,41,32,61,21,1.0,regular,Phoenix Suns 2022-23,2022-23,100.16,11.980830670926517,54,0.6706340576393436
2022-23,1610612756,PHX,Phoenix Suns,22200794,2023-02-04,PHX @ DET,W,48.0,42,75,0.56,11,23,0.478,21,31,0.677,10,36,46,34,17.0,10,2,2,23,27,116,16.0,1,1,1,1,5,40,80,3,46,73,10,16,6,77,50,17,33,5,67,8,71,8,56,5,34,14,1.0,regular,Phoenix Suns 2022-23,2022-23,95.64,16.72940192388122,55,5.246051030213224
2022-23,1610612756,PHX,Phoenix Suns,22200817,2023-02-07,PHX @ BKN,W,48.0,43,92,0.467,9,31,0.29,21,28,0.75,16,32,48,31,15.0,10,4,2,24,21,116,4.0,1,1,1,1,5,28,31,41,61,49,69,16,13,54,12,40,22,13,52,8,49,8,61,32,34,38,1.0,regular,Phoenix Suns 2022-23,2022-23,103.32,3.8714672861014328,56,5.1660826616634274
2022-23,1610612756,PHX,Phoenix Suns,22200832,2023-02-09,PHX @ ATL,L,48.0,39,86,0.453,7,30,0.233,22,29,0.759,9,26,35,24,11.0,14,10,4,19,22,107,-9.0,1,46,46,46,5,60,61,54,74,56,80,11,11,52,56,72,76,58,17,1,2,37,24,22,56,62,1.0,regular,Phoenix Suns 2022-23,2022-23,100.76,-8.932115919015482,57,3.807321721530967
2022-23,1610612756,PHX,Phoenix Suns,22200836,2023-02-10,PHX @ IND,W,48.0,43,93,0.462,10,33,0.303,21,24,0.875,19,34,53,25,17.0,13,2,3,24,16,117,13.0,1,1,1,1,5,28,25,46,52,36,61,16,31,17,3,26,9,51,67,3,71,20,61,62,30,19,1.0,regular,Phoenix Suns 2022-23,2022-23,101.56,12.800315084679006,58,4.905535048180686
2022-23,1610612756,PHX,Phoenix Suns,22200870,2023-02-14,PHX vs. SAC,W,48.0,50,88,0.568,7,22,0.318,13,16,0.813,8,29,37,33,15.0,12,4,4,17,21,120,11.0,1,1,1,1,5,1,52,1,74,77,55,63,64,36,64,59,67,7,52,5,49,37,13,32,25,24,1.0,regular,Phoenix Suns 2022-23,2022-23,102.04,10.780086240689926,59,2.965630899664008
2022-23,1610612756,PHX,Phoenix Suns,22200885,2023-02-16,PHX vs. LAC,L,48.0,42,89,0.472,11,31,0.355,12,16,0.75,7,31,38,30,14.0,10,2,2,24,19,107,-9.0,1,46,46,46,5,40,43,36,46,49,48,67,64,54,72,48,64,23,38,8,71,8,61,47,56,62,1.0,regular,Phoenix Suns 2022-23,2022-23,103.04,-8.73447204968944,60,2.541419992987966
2022-23,1610612756,PHX,Phoenix Suns,22200899,2023-02-24,PHX vs. OKC,W,48.0,42,90,0.467,14,38,0.368,26,32,0.813,15,39,54,23,11.0,5,5,2,22,21,124,9.0,1,1,1,1,5,40,38,42,21,15,41,4,5,36,13,9,7,61,17,58,37,8,41,32,19,29,1.0,regular,Phoenix Suns 2022-23,2022-23,100.08,8.992805755395683,61,2.5012041386139683
2022-23,1610612756,PHX,Phoenix Suns,22200910,2023-02-26,PHX @ MIL,L,48.0,40,95,0.421,8,24,0.333,13,22,0.591,19,36,55,21,12.0,4,5,7,22,20,101,-3.0,1,46,46,46,5,56,12,70,69,71,53,63,36,80,3,17,4,79,26,67,37,73,41,40,69,52,1.0,regular,Phoenix Suns 2022-23,2022-23,97.68,-3.071253071253071,62,1.3540956311526677
2022-23,1610612756,PHX,Phoenix Suns,22200933,2023-03-01,PHX @ CHA,W,48.0,42,89,0.472,9,25,0.36,12,15,0.8,5,43,48,30,13.0,8,9,7,22,17,105,14.0,1,1,1,1,5,40,43,36,61,70,45,67,70,39,80,1,22,23,32,23,5,73,41,59,64,17,1.0,regular,Phoenix Suns 2022-23,2022-23,103.6,13.513513513513514,63,5.793057943522931
2022-23,1610612756,PHX,Phoenix Suns,22200950,2023-03-03,PHX @ CHI,W,48.0,42,84,0.5,20,47,0.426,21,25,0.84,13,28,41,29,11.0,6,7,1,20,15,125,21.0,1,1,1,1,5,40,70,18,4,2,21,16,24,27,27,64,53,29,17,53,17,4,28,67,14,6,1.0,regular,Phoenix Suns 2022-23,2022-23,93.0,22.58064516129032,64,6.853039392559312
2022-23,1610612756,PHX,Phoenix Suns,22200962,2023-03-05,PHX @ DAL,W,48.0,49,89,0.551,12,34,0.353,20,25,0.8,9,32,41,27,9.0,5,2,0,28,22,130,4.0,1,1,1,1,5,4,43,4,40,32,49,24,24,39,56,40,53,40,8,58,71,1,74,22,6,38,1.0,regular,Phoenix Suns 2022-23,2022-23,100.0,4.0,65,5.5800992001711895
2022-23,1610612756,PHX,Phoenix Suns,22200990,2023-03-08,PHX vs. OKC,W,48.0,49,94,0.521,20,43,0.465,14,16,0.875,14,40,54,31,15.0,10,7,2,17,13,132,31.0,1,1,1,1,5,4,18,11,4,5,15,58,64,17,22,7,7,13,52,8,17,8,13,75,4,2,1.0,regular,Phoenix Suns 2022-23,2022-23,102.04,30.380243041944333,66,8.23097677575548
2022-23,1610612756,PHX,Phoenix Suns,22201013,2023-03-11,PHX vs. SAC,L,48.0,44,89,0.494,13,44,0.295,18,22,0.818,7,33,40,30,14.0,11,3,2,26,19,119,-9.0,1,46,46,46,5,24,43,22,29,3,68,35,36,34,72,33,58,23,38,6,61,8,70,47,27,62,1.0,regular,Phoenix Suns 2022-23,2022-23,105.68,-8.516275548826647,67,8.272560812774364
2022-23,1610612756,PHX,Phoenix Suns,22201025,2023-03-13,PHX @ GSW,L,48.0,46,95,0.484,4,21,0.19,16,22,0.727,17,30,47,25,14.0,8,4,6,23,21,112,-11.0,1,46,46,46,5,18,12,29,81,80,81,48,36,63,10,55,27,51,38,23,49,62,56,32,45,66,1.0,regular,Phoenix Suns 2022-23,2022-23,101.68,-10.81825334382376,68,5.910703969924087
2022-23,1610612756,PHX,Phoenix Suns,22201033,2023-03-14,PHX vs. MIL,L,48.0,41,95,0.432,8,23,0.348,14,16,0.875,8,33,41,23,11.0,7,3,6,26,15,104,-12.0,1,46,46,46,5,49,12,64,69,73,51,58,64,17,64,33,53,61,17,34,61,62,70,67,65,69,1.0,regular,Phoenix Suns 2022-23,2022-23,105.04,-11.424219345011423,69,3.690273411353952
2022-23,1610612756,PHX,Phoenix Suns,22201046,2023-03-16,PHX vs. ORL,W,48.0,43,90,0.478,13,35,0.371,17,17,1.0,7,28,35,26,14.0,7,5,3,22,20,116,3.0,1,1,1,1,5,28,38,34,29,27,37,43,62,1,72,64,76,43,38,34,37,20,41,40,34,42,1.0,regular,Phoenix Suns 2022-23,2022-23,104.48,2.8713629402756506,70,4.850856910350461
2022-23,1610612756,PHX,Phoenix Suns,22201064,2023-03-19,PHX @ OKC,L,48.0,44,92,0.478,15,36,0.417,17,24,0.708,9,31,40,31,14.0,7,9,3,31,20,120,-4.0,1,46,46,46,5,24,31,33,16,22,23,43,31,70,56,48,58,13,38,34,5,20,81,40,25,55,1.0,regular,Phoenix Suns 2022-23,2022-23,107.56,-3.718854592785422,71,3.579690875532351
2022-23,1610612756,PHX,Phoenix Suns,22201092,2023-03-22,PHX @ LAL,L,48.0,42,90,0.467,12,31,0.387,15,20,0.75,12,27,39,23,17.0,7,6,2,31,20,111,-11.0,1,46,46,46,5,40,38,42,40,49,32,54,49,54,37,69,62,61,67,34,29,8,81,40,50,66,1.0,regular,Phoenix Suns 2022-23,2022-23,103.8,-10.597302504816957,72,2.827085932175962
2022-23,1610612756,PHX,Phoenix Suns,22201105,2023-03-24,PHX @ SAC,L,48.0,48,89,0.539,9,29,0.31,22,29,0.759,12,31,43,33,12.0,2,7,3,25,23,127,-8.0,1,46,46,46,5,10,43,5,61,60,58,11,11,52,37,48,46,7,26,81,17,20,67,16,13,60,1.0,regular,Phoenix Suns 2022-23,2022-23,101.76,-7.861635220125786,73,0.689571058812032
2022-23,1610612756,PHX,Phoenix Suns,22201110,2023-03-25,PHX vs. PHI,W,48.0,47,93,0.505,15,32,0.469,16,19,0.842,13,32,45,35,8.0,4,9,7,22,16,125,20.0,1,1,1,1,5,14,25,17,16,41,13,48,53,25,27,40,36,3,4,67,5,73,41,62,14,9,1.0,regular,Phoenix Suns 2022-23,2022-23,96.36,20.755500207555002,74,0.5070565634385001
2022-23,1610612756,PHX,Phoenix Suns,22201125,2023-03-27,PHX @ UTA,W,48.0,43,101,0.426,11,36,0.306,20,22,0.909,18,31,49,31,7.0,7,7,7,20,19,117,14.0,1,1,1,1,5,28,6,67,46,22,60,24,36,10,7,48,16,13,2,34,17,73,28,47,30,17,1.0,regular,Phoenix Suns 2022-23,2022-23,99.68,14.044943820224717,75,1.511550945460972
2022-23,1610612756,PHX,Phoenix Suns,22201144,2023-03-29,PHX vs. MIN,W,48.0,40,96,0.417,6,20,0.3,21,27,0.778,15,33,48,23,8.0,11,8,4,16,24,107,7.0,1,1,1,1,5,56,11,73,77,81,65,16,17,44,13,33,22,61,4,6,10,37,7,11,56,32,1.0,regular,Phoenix Suns 2022-23,2022-23,100.88,6.9389373513084855,76,-0.8325796236026128
2022-23,1610612756,PHX,Phoenix Suns,22201160,2023-03-31,PHX vs. DEN,W,48.0,37,88,0.42,10,27,0.37,16,21,0.762,13,38,51,28,16.0,8,7,5,16,16,100,7.0,1,1,1,1,5,70,52,71,52,67,39,48,44,51,27,11,13,34,62,23,17,52,7,62,70,32,1.0,regular,Phoenix Suns 2022-23,2022-23,100.24,6.983240223463688,77,0.7173719536264206
2022-23,1610612756,PHX,Phoenix Suns,22201172,2023-04-02,PHX @ OKC,W,48.0,46,81,0.568,13,34,0.382,23,28,0.821,5,33,38,31,13.0,4,6,0,30,23,128,10.0,1,1,1,1,5,18,77,2,29,32,34,9,13,33,80,33,64,13,32,67,29,1,79,16,10,26,1.0,regular,Phoenix Suns 2022-23,2022-23,101.32,9.869719699960521,78,2.7861692580048483
2022-23,1610612756,PHX,Phoenix Suns,22201188,2023-04-04,PHX vs. SAS,W,48.0,43,89,0.483,10,33,0.303,19,26,0.731,15,42,57,25,14.0,7,7,5,12,16,115,21.0,1,1,1,1,5,28,43,30,52,36,61,31,18,62,13,3,2,51,38,34,17,52,1,62,40,6,1.0,regular,Phoenix Suns 2022-23,2022-23,99.44,21.118262268704747,79,6.040417419376466
2022-23,1610612756,PHX,Phoenix Suns,22201201,2023-04-06,PHX vs. DEN,W,48.0,41,79,0.519,17,36,0.472,20,25,0.8,7,26,33,26,10.0,4,6,2,16,19,119,4.0,1,1,1,1,5,49,79,14,8,22,11,24,24,39,72,72,81,43,15,67,29,8,7,47,27,38,1.0,regular,Phoenix Suns 2022-23,2022-23,93.0,4.301075268817205,80,6.1833886522306205
2022-23,1610612756,PHX,Phoenix Suns,22201212,2023-04-07,PHX @ LAL,L,48.0,43,104,0.413,9,36,0.25,12,14,0.857,13,34,47,23,9.0,7,10,6,12,12,107,-14.0,1,46,46,46,5,28,2,75,61,22,77,67,71,22,27,26,27,61,8,34,2,62,1,77,56,71,1.0,regular,Phoenix Suns 2022-23,2022-23,106.16,-13.187641296156746,81,5.236509981893489
2022-23,1610612756,PHX,Phoenix Suns,22201229,2023-04-09,PHX vs. LAC,L,48.0,42,99,0.424,14,37,0.378,16,22,0.727,12,35,47,29,7.0,4,3,5,21,18,114,-5.0,1,46,46,46,5,40,8,69,21,17,35,48,36,63,37,24,27,29,2,67,61,52,36,56,42,57,1.0,regular,Phoenix Suns 2022-23,2022-23,103.68,-4.822530864197531,82,5.813987145955432
2022-23,1610612756,PHX,Phoenix Suns,42200171,2023-04-16,PHX vs. LAC,L,48.0,39,82,0.476,6,19,0.316,26,33,0.788,6,36,42,27,10.0,8,9,4,25,21,110,-5.0,1,7,7,7,1,8,9,9,10,11,9,2,2,7,10,1,4,4,3,3,1,5,9,4,7,7,1.0,playoffs,Phoenix Suns 2022-23,2022-23,100.52,-4.974134500596896,83,6.102737217908319
2022-23,1610612756,PHX,Phoenix Suns,42200172,2023-04-18,PHX vs. LAC,W,48.0,50,85,0.588,10,24,0.417,13,14,0.929,7,28,35,30,11.0,6,6,4,22,20,123,14.0,1,1,1,1,1,2,6,1,4,8,3,9,10,2,8,8,10,2,6,5,4,5,4,7,4,1,1.0,playoffs,Phoenix Suns 2022-23,2022-23,95.16,14.712063892391761,84,5.498393586391996
2022-23,1610612756,PHX,Phoenix Suns,42200173,2023-04-20,PHX @ LAC,W,48.0,42,88,0.477,10,27,0.37,35,46,0.761,15,30,45,20,13.0,12,4,7,18,31,129,5.0,1,1,1,1,1,6,4,8,4,5,6,1,1,9,1,6,2,9,7,1,8,11,2,1,2,5,1.0,playoffs,Phoenix Suns 2022-23,2022-23,106.24,4.70632530120482,85,4.564531734490006
2022-23,1610612756,PHX,Phoenix Suns,42200174,2023-04-22,PHX @ LAC,W,48.0,41,84,0.488,9,22,0.409,21,27,0.778,14,35,49,25,18.0,10,8,5,14,22,112,12.0,1,1,1,1,1,7,7,6,6,10,4,4,4,8,2,2,1,5,11,2,2,7,1,2,6,2,1.0,playoffs,Phoenix Suns 2022-23,2022-23,99.88,12.014417300760915,86,5.0720797294352495
2022-23,1610612756,PHX,Phoenix Suns,42200175,2023-04-25,PHX vs. LAC,W,48.0,51,94,0.543,13,26,0.5,21,24,0.875,11,32,43,31,9.0,7,4,1,27,21,136,6.0,1,1,1,1,1,1,3,3,1,7,1,4,5,4,4,5,3,1,1,4,8,1,11,4,1,4,1.0,playoffs,Phoenix Suns 2022-23,2022-23,102.56,5.850234009360374,87,4.958779108024919
2022-23,1610612756,PHX,Phoenix Suns,42200221,2023-04-29,PHX @ DEN,L,48.0,43,84,0.512,7,23,0.304,14,17,0.824,8,30,38,20,16.0,4,5,1,19,19,107,-18.0,1,7,7,7,1,5,7,4,9,9,10,8,9,6,6,6,8,9,10,9,6,1,3,8,8,10,1.0,playoffs,Phoenix Suns 2022-23,2022-23,99.48,-18.0940892641737,88,2.1623982116114964
2022-23,1610612756,PHX,Phoenix Suns,42200222,2023-05-01,PHX @ DEN,L,48.0,38,95,0.4,6,31,0.194,5,5,1.0,11,28,39,23,10.0,2,4,6,25,16,87,-10.0,1,7,7,7,1,9,1,11,10,1,11,11,11,1,4,8,7,7,3,11,8,9,9,11,11,8,1.0,playoffs,Phoenix Suns 2022-23,2022-23,96.2,-10.395010395010393,89,-0.9889290547600181
2022-23,1610612756,PHX,Phoenix Suns,42200223,2023-05-05,PHX vs. DEN,W,48.0,48,95,0.505,9,28,0.321,16,18,0.889,7,34,41,24,9.0,5,6,5,24,21,121,7.0,1,1,1,1,1,3,1,5,6,3,8,7,8,3,8,3,6,6,1,8,4,7,7,4,5,3,1.0,playoffs,Phoenix Suns 2022-23,2022-23,104.92,6.671749904689286,90,-0.75186159117281
2022-23,1610612756,PHX,Phoenix Suns,42200224,2023-05-07,PHX vs. DEN,W,48.0,46,81,0.568,13,29,0.448,24,29,0.828,12,25,37,28,13.0,6,4,2,24,19,129,5.0,1,1,1,1,1,4,10,2,1,2,2,3,3,5,3,11,9,3,7,5,8,3,7,8,2,5,1.0,playoffs,Phoenix Suns 2022-23,2022-23,94.76,5.2764879696074285,91,1.0945513354036076
2022-23,1610612756,PHX,Phoenix Suns,42200225,2023-05-09,PHX @ DEN,L,48.0,38,88,0.432,9,27,0.333,17,24,0.708,8,34,42,22,10.0,6,7,6,22,17,102,-16.0,1,7,7,7,1,9,4,10,6,5,7,6,5,10,6,3,4,8,3,5,3,9,4,10,9,9,1.0,playoffs,Phoenix Suns 2022-23,2022-23,100.56,-15.910898965791567,92,-0.014285474755795845
2022-23,1610612756,PHX,Phoenix Suns,42200226,2023-05-11,PHX vs. DEN,L,48.0,38,79,0.481,11,28,0.393,13,20,0.65,2,27,29,20,14.0,3,5,3,22,22,100,-25.0,1,7,7,7,1,9,11,7,3,3,5,9,7,11,11,10,11,9,9,10,6,4,4,2,10,11,1.0,playoffs,Phoenix Suns 2022-23,2022-23,99.8,-25.050100200400806,93,-2.021882044736187
